purchase_amount,customer_rating,engagement_score,purchase_interest_score,customer_engagement_score,transaction_id,customer_id_legacy
0.4138033318099849,2.833333333333333,0.6500000000000001,0.7638888888888888,0.7340885841859822,0.5789473684210527,177.0
0.3958792775761575,3.0,0.7703703703703706,0.6666666666666667,0.5443166233111648,0.2631578947368421,179.0
0.2929620984675141,1.75,0.7629629629629631,0.5648148148148147,0.5827793812973371,0.2631578947368421,180.0
0.2192486329863924,3.0,0.4518518518518517,0.2870370370370371,0.4661594921809118,0.1052631578947368,181.0
0.0,4.9,0.4000000000000001,0.388888888888889,0.0777777777777778,0.0,182.0
0.1260553119418795,4.8,0.7925925925925927,0.8888888888888888,0.549252534133477,0.1052631578947368,183.0
0.3681183382327203,4.15,0.4814814814814816,0.3611111111111111,0.5721011364626789,0.2631578947368421,186.0
1.0,3.86,0.6962962962962962,0.7314814814814816,1.093664717348928,0.736842105263158,187.0
0.1894456388622349,2.975,0.2000000000000001,0.8611111111111112,0.4795794251355373,0.1578947368421052,188.0
0.2881050100112035,3.0666666666666664,0.4333333333333333,0.8055555555555556,0.428984694062961,0.2631578947368421,189.0
0.5312748197966035,4.35,0.4611111111111112,0.4861111111111112,0.6834163606671795,0.3684210526315789,190.0
0.1868292420139425,3.8,0.4000000000000001,1.0,0.4063106441739982,0.1578947368421052,191.0
0.2957064873051832,4.05,0.4000000000000001,0.7777777777777779,0.4054170978460499,0.1578947368421052,192.0
0.3145018208186334,2.75,0.5222222222222224,0.5555555555555556,0.2684907868069855,0.1578947368421052,198.0
0.6580672803375386,2.05,0.5444444444444445,0.3715277777777778,0.7954272045326763,0.7894736842105263,199.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
